txn_id,txn_date,txn_time,from_account,from_name,to_account,to_name,amount_inr,txn_type,channel,sub_network,flag,notes
TXN-CYH-13545,External_Victim,A1746,2420504.67,INR,2025-07-07T10:26:13,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13546,A1746,A1006,11497397.19,INR,2025-11-02T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13547,External_Victim,A1747,2583942.87,INR,2025-10-15T20:03:20,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13548,External_Victim,A1747,2583942.87,INR,2025-08-30T04:59:11,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13549,External_Victim,A1747,2583942.87,INR,2025-06-16T19:39:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13550,External_Victim,A1747,2583942.87,INR,2025-11-20T12:05:33,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13551,A1747,A1004,9818982.91,INR,2025-11-06T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13552,External_Victim,A1748,4681709.10,INR,2025-08-04T23:28:47,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13553,External_Victim,A1748,4681709.10,INR,2025-07-06T09:31:25,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13554,External_Victim,A1748,4681709.10,INR,2025-06-04T02:00:49,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13555,A1748,A1007,13342870.93,INR,2025-10-26T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13556,External_Victim,A1749,2320044.56,INR,2025-07-29T21:43:24,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13557,External_Victim,A1749,2320044.56,INR,2025-08-27T22:29:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13558,External_Victim,A1749,2320044.56,INR,2025-07-25T19:11:46,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13559,External_Victim,A1749,2320044.56,INR,2025-07-08T14:42:07,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13560,External_Victim,A1749,2320044.56,INR,2025-07-31T05:52:11,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13561,External_Victim,A1749,2320044.56,INR,2025-08-09T10:33:04,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13562,A1749,A1006,13224253.99,INR,2025-10-27T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13563,External_Victim,A1750,4034260.83,INR,2025-09-26T14:09:30,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13564,External_Victim,A1750,4034260.83,INR,2025-10-01T21:51:25,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13565,External_Victim,A1750,4034260.83,INR,2025-08-20T11:02:54,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13566,A1750,A1007,11497643.37,INR,2025-11-15T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13567,External_Victim,A1751,2159912.03,INR,2025-10-23T16:47:25,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13568,External_Victim,A1751,2159912.03,INR,2025-10-01T22:19:34,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13569,External_Victim,A1751,2159912.03,INR,2025-10-23T15:13:16,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13570,External_Victim,A1751,2159912.03,INR,2025-09-06T23:57:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13571,External_Victim,A1751,2159912.03,INR,2025-10-02T15:57:34,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13572,External_Victim,A1751,2159912.03,INR,2025-09-19T02:08:07,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13573,A1751,A1004,12311498.60,INR,2025-11-01T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13574,External_Victim,A1752,3453429.34,INR,2025-10-16T17:49:56,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13575,External_Victim,A1752,3453429.34,INR,2025-07-05T07:50:13,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13576,External_Victim,A1752,3453429.34,INR,2025-08-10T14:59:49,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13577,A1752,A1009,9842273.61,INR,2025-10-31T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13578,External_Victim,A1753,4204063.72,INR,2025-08-04T06:47:54,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13579,External_Victim,A1753,4204063.72,INR,2025-06-11T06:51:23,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13580,External_Victim,A1753,4204063.72,INR,2025-09-25T18:01:06,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13581,A1753,A1005,11981581.59,INR,2025-11-14T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13582,External_Victim,A1754,2290335.84,INR,2025-09-12T22:41:50,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13583,External_Victim,A1754,2290335.84,INR,2025-08-31T18:26:35,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13584,External_Victim,A1754,2290335.84,INR,2025-07-08T07:06:49,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13585,External_Victim,A1754,2290335.84,INR,2025-09-18T08:19:36,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13586,External_Victim,A1754,2290335.84,INR,2025-09-12T13:55:56,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13587,A1754,A1003,10879095.25,INR,2025-11-14T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13588,External_Victim,A1755,3314038.42,INR,2025-07-23T22:04:21,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13589,External_Victim,A1755,3314038.42,INR,2025-06-01T06:44:39,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13590,External_Victim,A1755,3314038.42,INR,2025-08-29T17:49:28,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13591,External_Victim,A1755,3314038.42,INR,2025-10-08T15:06:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13592,A1755,A1009,12593345.99,INR,2025-11-06T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13593,External_Victim,A1756,2752634.79,INR,2025-09-23T00:27:29,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13594,External_Victim,A1756,2752634.79,INR,2025-11-02T22:36:48,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13595,External_Victim,A1756,2752634.79,INR,2025-08-12T12:26:01,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13596,External_Victim,A1756,2752634.79,INR,2025-09-16T11:14:30,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13597,External_Victim,A1756,2752634.79,INR,2025-08-26T12:32:55,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13598,A1756,A1003,13075015.25,INR,2025-11-11T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13599,External_Victim,A1757,3360523.86,INR,2025-10-03T07:29:49,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13600,External_Victim,A1757,3360523.86,INR,2025-09-07T12:39:11,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13601,External_Victim,A1757,3360523.86,INR,2025-06-20T15:42:55,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13602,External_Victim,A1757,3360523.86,INR,2025-11-01T01:19:44,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13603,A1757,A1011,12769990.66,INR,2025-11-05T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13604,External_Victim,A1758,1811312.88,INR,2025-08-21T00:08:58,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13605,External_Victim,A1758,1811312.88,INR,2025-07-16T05:18:13,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13606,External_Victim,A1758,1811312.88,INR,2025-09-19T22:27:39,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13607,External_Victim,A1758,1811312.88,INR,2025-11-19T05:52:28,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13608,External_Victim,A1758,1811312.88,INR,2025-11-19T00:37:36,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13609,External_Victim,A1758,1811312.88,INR,2025-07-22T10:10:42,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13610,A1758,A1004,10324483.44,INR,2025-10-27T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13611,External_Victim,A1759,2831360.18,INR,2025-10-30T19:44:54,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13612,External_Victim,A1759,2831360.18,INR,2025-08-04T22:43:05,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13613,External_Victim,A1759,2831360.18,INR,2025-06-08T08:15:40,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13614,External_Victim,A1759,2831360.18,INR,2025-06-15T04:51:41,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13615,A1759,A1003,10759168.67,INR,2025-10-29T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13616,External_Victim,A1760,1746762.14,INR,2025-09-02T10:01:15,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13617,External_Victim,A1760,1746762.14,INR,2025-07-03T23:58:46,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13618,External_Victim,A1760,1746762.14,INR,2025-06-22T11:32:15,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13619,External_Victim,A1760,1746762.14,INR,2025-11-04T20:50:20,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13620,External_Victim,A1760,1746762.14,INR,2025-06-02T21:52:04,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13621,External_Victim,A1760,1746762.14,INR,2025-11-03T14:28:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13622,A1760,A1004,9956544.20,INR,2025-10-27T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13623,External_Victim,A1761,2010499.74,INR,2025-10-14T06:26:59,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13624,External_Victim,A1761,2010499.74,INR,2025-09-10T08:12:18,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13625,External_Victim,A1761,2010499.74,INR,2025-06-28T15:29:24,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13626,External_Victim,A1761,2010499.74,INR,2025-09-23T12:30:13,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13627,External_Victim,A1761,2010499.74,INR,2025-10-05T22:13:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13628,A1761,A1003,9549873.74,INR,2025-11-16T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13629,External_Victim,A1762,3353806.43,INR,2025-08-05T12:27:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13630,External_Victim,A1762,3353806.43,INR,2025-10-12T08:11:25,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13631,External_Victim,A1762,3353806.43,INR,2025-06-23T20:18:00,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13632,External_Victim,A1762,3353806.43,INR,2025-07-27T00:50:18,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13633,A1762,A1004,12744464.42,INR,2025-10-27T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13634,External_Victim,A1763,1732860.28,INR,2025-10-28T13:13:32,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13635,External_Victim,A1763,1732860.28,INR,2025-06-27T22:44:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13636,External_Victim,A1763,1732860.28,INR,2025-08-16T06:57:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13637,External_Victim,A1763,1732860.28,INR,2025-06-24T10:09:43,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13638,External_Victim,A1763,1732860.28,INR,2025-11-21T10:26:26,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13639,External_Victim,A1763,1732860.28,INR,2025-11-01T14:15:48,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13640,A1763,A1005,9877303.59,INR,2025-11-10T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13641,External_Victim,A1764,3735548.00,INR,2025-08-20T15:52:54,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13642,External_Victim,A1764,3735548.00,INR,2025-08-16T07:03:23,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13643,External_Victim,A1764,3735548.00,INR,2025-09-06T23:31:23,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13644,A1764,A1011,10646311.79,INR,2025-11-09T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13645,External_Victim,A1765,2110134.07,INR,2025-06-12T23:18:45,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13646,External_Victim,A1765,2110134.07,INR,2025-09-08T13:23:23,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13647,External_Victim,A1765,2110134.07,INR,2025-11-01T20:31:46,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13648,External_Victim,A1765,2110134.07,INR,2025-11-19T04:34:24,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13649,External_Victim,A1765,2110134.07,INR,2025-08-14T04:36:09,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13650,A1765,A1007,10023136.82,INR,2025-11-09T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13651,External_Victim,A1766,2357082.57,INR,2025-10-27T12:50:58,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13652,External_Victim,A1766,2357082.57,INR,2025-06-11T08:54:37,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13653,External_Victim,A1766,2357082.57,INR,2025-11-05T20:15:38,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13654,External_Victim,A1766,2357082.57,INR,2025-07-17T15:37:31,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13655,External_Victim,A1766,2357082.57,INR,2025-06-21T07:56:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13656,A1766,A1008,11196142.20,INR,2025-11-17T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13657,External_Victim,A1767,2217024.06,INR,2025-10-07T03:59:45,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13658,External_Victim,A1767,2217024.06,INR,2025-10-31T01:09:08,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13659,External_Victim,A1767,2217024.06,INR,2025-06-08T13:24:27,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13660,External_Victim,A1767,2217024.06,INR,2025-11-20T02:27:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13661,External_Victim,A1767,2217024.06,INR,2025-09-01T09:24:21,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13662,External_Victim,A1767,2217024.06,INR,2025-10-23T00:16:48,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13663,A1767,A1008,12637037.14,INR,2025-11-11T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13664,External_Victim,A1768,3619490.02,INR,2025-09-12T14:01:52,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13665,External_Victim,A1768,3619490.02,INR,2025-10-08T22:20:18,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13666,External_Victim,A1768,3619490.02,INR,2025-06-08T23:44:23,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13667,External_Victim,A1768,3619490.02,INR,2025-11-20T20:07:18,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13668,A1768,A1005,13754062.09,INR,2025-11-17T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13669,External_Victim,A1769,2698462.76,INR,2025-07-15T05:11:50,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13670,External_Victim,A1769,2698462.76,INR,2025-06-14T04:22:43,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13671,External_Victim,A1769,2698462.76,INR,2025-07-14T00:43:34,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13672,External_Victim,A1769,2698462.76,INR,2025-09-09T23:00:32,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13673,A1769,A1009,10254158.49,INR,2025-11-09T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13674,External_Victim,A1770,3361532.12,INR,2025-10-25T18:37:43,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13675,External_Victim,A1770,3361532.12,INR,2025-11-14T22:18:16,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13676,External_Victim,A1770,3361532.12,INR,2025-11-03T05:52:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13677,External_Victim,A1770,3361532.12,INR,2025-06-18T18:23:59,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13678,A1770,A1004,12773822.07,INR,2025-11-23T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13679,External_Victim,A1771,2789001.74,INR,2025-08-24T02:16:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13680,External_Victim,A1771,2789001.74,INR,2025-06-06T14:11:21,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13681,External_Victim,A1771,2789001.74,INR,2025-10-15T10:26:52,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13682,External_Victim,A1771,2789001.74,INR,2025-11-23T01:02:31,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13683,External_Victim,A1771,2789001.74,INR,2025-06-24T20:44:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13684,A1771,A1003,13247758.27,INR,2025-10-27T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13685,External_Victim,A1772,2493233.38,INR,2025-06-30T14:48:45,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13686,External_Victim,A1772,2493233.38,INR,2025-08-08T11:03:29,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13687,External_Victim,A1772,2493233.38,INR,2025-10-08T07:05:02,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13688,External_Victim,A1772,2493233.38,INR,2025-09-28T19:02:16,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13689,External_Victim,A1772,2493233.38,INR,2025-11-10T14:05:24,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13690,External_Victim,A1772,2493233.38,INR,2025-07-10T04:02:45,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13691,A1772,A1009,14211430.29,INR,2025-11-04T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13692,External_Victim,A1773,2649656.40,INR,2025-07-15T16:37:43,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13693,External_Victim,A1773,2649656.40,INR,2025-07-30T20:50:38,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13694,External_Victim,A1773,2649656.40,INR,2025-09-05T04:55:33,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13695,External_Victim,A1773,2649656.40,INR,2025-08-04T12:55:39,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13696,External_Victim,A1773,2649656.40,INR,2025-09-10T17:04:20,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13697,A1773,A1006,12585867.92,INR,2025-11-15T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13698,External_Victim,A1774,2563563.54,INR,2025-11-21T17:33:21,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13699,External_Victim,A1774,2563563.54,INR,2025-09-27T05:29:38,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13700,External_Victim,A1774,2563563.54,INR,2025-07-22T07:02:29,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13701,External_Victim,A1774,2563563.54,INR,2025-06-11T10:22:23,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13702,A1774,A1006,9741541.45,INR,2025-11-23T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13703,External_Victim,A1775,2604731.62,INR,2025-08-05T03:10:36,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13704,External_Victim,A1775,2604731.62,INR,2025-06-23T09:10:51,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13705,External_Victim,A1775,2604731.62,INR,2025-06-07T23:55:28,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13706,External_Victim,A1775,2604731.62,INR,2025-07-02T20:36:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13707,A1775,A1009,9897980.16,INR,2025-11-20T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13708,External_Victim,A1776,2537002.04,INR,2025-08-15T06:26:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13709,External_Victim,A1776,2537002.04,INR,2025-08-30T22:23:22,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13710,External_Victim,A1776,2537002.04,INR,2025-10-22T01:16:51,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13711,External_Victim,A1776,2537002.04,INR,2025-08-29T12:59:08,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13712,A1776,A1009,9640607.74,INR,2025-11-20T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13713,External_Victim,A1777,3288899.22,INR,2025-07-02T12:44:55,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13714,External_Victim,A1777,3288899.22,INR,2025-08-15T00:04:13,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13715,External_Victim,A1777,3288899.22,INR,2025-08-04T20:06:37,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13716,External_Victim,A1777,3288899.22,INR,2025-08-21T04:04:17,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13717,A1777,A1006,12497817.02,INR,2025-11-20T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13718,External_Victim,A1778,2845064.22,INR,2025-09-04T13:38:19,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13719,External_Victim,A1778,2845064.22,INR,2025-06-05T07:23:20,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13720,External_Victim,A1778,2845064.22,INR,2025-07-23T12:46:53,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13721,External_Victim,A1778,2845064.22,INR,2025-06-25T00:19:36,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13722,External_Victim,A1778,2845064.22,INR,2025-09-03T04:39:03,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13723,A1778,A1008,13514055.04,INR,2025-11-15T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13724,External_Victim,A1779,2791851.61,INR,2025-08-02T17:33:00,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13725,External_Victim,A1779,2791851.61,INR,2025-11-19T15:36:56,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13726,External_Victim,A1779,2791851.61,INR,2025-07-14T05:20:10,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13727,External_Victim,A1779,2791851.61,INR,2025-06-17T21:36:53,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13728,A1779,A1011,10609036.13,INR,2025-10-29T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13729,External_Victim,A1780,2377378.41,INR,2025-11-19T15:11:14,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13730,External_Victim,A1780,2377378.41,INR,2025-09-14T17:47:51,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13731,External_Victim,A1780,2377378.41,INR,2025-11-22T23:43:41,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13732,External_Victim,A1780,2377378.41,INR,2025-09-09T04:46:59,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13733,External_Victim,A1780,2377378.41,INR,2025-08-22T15:10:45,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
TXN-CYH-13734,A1780,A1006,11292547.45,INR,2025-11-05T00:00:00,RTGS,COMPLETED,Bank Statement,Upward funneling
TXN-CYH-13735,External_Victim,A1781,4624781.29,INR,2025-10-06T14:33:54,IMPS/NEFT,COMPLETED,Bank Statement,Victim deposit
